"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002825","GO:0002825","regulation of T-helper 1 type immune response","13/1402","28/13303",1.53295372386207e-06,0.000108222274699874,9.03635879329221e-05,"Arid5a/Havcr2/Il1rl1/Il33/Il18r1/Il1b/Ccr7/Slc11a1/Slamf1/Ccr2/Il27/Tnfsf4/Il23r",13
"GO:0032944","GO:0032944","regulation of mononuclear cell proliferation","41/1402","181/13303",1.57984927577307e-06,0.000110005121489788,9.18522318661428e-05,"Cd274/Ccl5/Csf1r/Havcr2/Chrnb2/Crtam/Il15/Nckap1l/Il1a/Foxj1/Ccdc88b/Inpp5d/Il6/Cebpb/Lgals7/Ripk3/Prkcq/Prdm1/Cdkn1a/Cd40/Il1b/Zc3h12d/Ptprc/Ccr7/Syk/Cd300a/Slamf1/Tnfsf13b/Ccr2/Slfn1/Btn1a1/Sox11/Il27/Ido1/Il20rb/Itgal/Cd6/Tnfsf4/Ceacam1/Blk/Tnfrsf13c",41
"GO:0070663","GO:0070663","regulation of leukocyte proliferation","43/1402","194/13303",1.63936122480834e-06,0.000112606393320281,9.40242454968312e-05,"Cd274/Ccl5/Csf1r/Havcr2/Chrnb2/Il33/Crtam/Il15/Nckap1l/Il1a/Foxj1/Ccdc88b/Inpp5d/Il6/Cebpb/Lgals7/Ripk3/Prkcq/Prdm1/Cdkn1a/Cd40/Il1b/Zc3h12d/Ptprc/Ccr7/Syk/Cd300a/Slamf1/Tnfsf13b/Hhex/Ccr2/Slfn1/Btn1a1/Sox11/Il27/Ido1/Il20rb/Itgal/Cd6/Tnfsf4/Ceacam1/Blk/Tnfrsf13c",43
"GO:0007600","GO:0007600","sensory perception","59/1402","302/13303",1.89406844103527e-06,0.000127916259675995,0.000106807699351525,"P2rx7/Mmp24/Ddit3/Fgfr1/Ngf/Jag2/Serpinb6b/Chrnb2/Il33/Icam1/Olfr56/Pou4f1/Srrm4/Ptgs1/Il1a/Fcgr1/Cln5/Acpp/Aloxe3/Edn1/Ptafr/Ccl2/Hexa/Mme/Slc17a8/Reep6/Myo7a/Slc52a3/Olfm2/Atp6v0a4/Pde4a/Cryba4/Pkd2l1/Cacnb2/Gabrr2/Ephx2/Abca4/Pkd1l3/Cntn5/Rom1/Cxcl12/Omp/Il1rn/Ccr2/Kcnip3/Cnr1/Atp8a2/Pde6g/Penk/Wnt10b/Cngb1/Scnn1g/Lhfpl4/Fcgr4/Col11a2/Dcdc2a/Tmc1/Pcdh15/Gnat1",59
"GO:0097529","GO:0097529","myeloid leukocyte migration","36/1402","151/13303",1.91257834652285e-06,0.000127916259675995,0.000106807699351525,"Ccl5/Pla2g7/Csf1r/Serpine1/Ccl4/Nbl1/Mtus1/Nckap1l/S100a14/Il1a/Cxcl2/C3ar1/Ccl25/Edn1/Ccl2/Ccl20/Il1b/Itgam/P2ry12/Ccr7/Cxcl1/Syk/Cd300a/Cxcr2/Cxcl12/Slamf1/Ccr2/Dusp1/Dysf/Ptger4/Fcgr3/Ccl9/Ppbp/Pf4/Tnfsf11/Vav1",36
"GO:0008037","GO:0008037","cell recognition","27/1402","98/13303",1.96226475636465e-06,0.000129534957877942,0.000108159282264693,"Cadm1/Havcr2/Crtam/Fcgr1/Zan/L1cam/Ovgp1/Megf10/Trbc1/Ccr7/Ptprz1/Prtg/Dock2/Cntn5/Ptx3/Efnb3/Cnr1/Cdk5r1/Fcgr3/Trdc/Trbc2/Nrcam/Fetub/Cd6/Emb/Epha3/Adam1a",27
"GO:0002673","GO:0002673","regulation of acute inflammatory response","14/1402","33/13303",2.31356795299454e-06,0.000150767511603477,0.000125888069992901,"Ccl5/Tnf/Fcgr1/Il6/Il1b/Dnase1l3/Ccr7/Pparg/Cnr1/Fcgr3/Aoc3/Nlrp3/Il20rb/Tnfsf11",14
"GO:0002521","GO:0002521","leukocyte differentiation","81/1402","462/13303",2.50269935653405e-06,0.000161028111762817,0.000134455480420324,"Hspb1/Ccl5/Csf1r/Jag2/Tnf/Chuk/Eomes/Trp53/Id2/Crtam/Klf10/Car2/Il2rg/Relb/Mafb/Gadd45g/Fbn1/Il15/Nckap1l/Pou4f1/Cebpa/Gata2/Cdh17/Il1a/Smad7/Foxj1/Zeb1/Socs1/Il18r1/Inpp5d/Il6/Cebpb/Cyp26b1/Ripk3/Prdm1/Nfkbid/Il1b/Junb/Trpm2/Itgam/Lepr/Pir/Hcls1/Il3ra/Ptprc/Ccr7/Clec4d/Bcl3/Syk/Plcl2/Dock2/Dock11/Pparg/Runx3/H2-DMa/Slamf1/Tnfsf13b/Fzd9/Hhex/Ccr2/Ptger4/Ikzf1/Cd79a/Il27/Nlrp3/Fam20c/Gas6/Dock10/Pglyrp4/Tnfsf4/Il17c/Ceacam1/Pou1f1/Tnfsf11/Vav1/Wnt4/Csf2/Pglyrp2/Blk/Lag3/Mfng",81
"GO:0050670","GO:0050670","regulation of lymphocyte proliferation","40/1402","178/13303",2.60814443013737e-06,0.000165714976729853,0.000138368925556762,"Cd274/Ccl5/Havcr2/Chrnb2/Crtam/Il15/Nckap1l/Il1a/Foxj1/Ccdc88b/Inpp5d/Il6/Cebpb/Lgals7/Ripk3/Prkcq/Prdm1/Cdkn1a/Cd40/Il1b/Zc3h12d/Ptprc/Ccr7/Syk/Cd300a/Slamf1/Tnfsf13b/Ccr2/Slfn1/Btn1a1/Sox11/Il27/Ido1/Il20rb/Itgal/Cd6/Tnfsf4/Ceacam1/Blk/Tnfrsf13c",40
"GO:1903038","GO:1903038","negative regulation of leukocyte cell-cell adhesion","29/1402","111/13303",2.7014467373546e-06,0.000169524120567573,0.000141549489863726,"Hspb1/Cd274/Ass1/Havcr2/Klf4/Crtam/Nckap1l/Adtrp/Pag1/Smad7/Foxj1/Socs1/Cebpb/Ccl25/Lgals7/Nfkbid/Zc3h12d/Runx3/Cd300a/Cxcl12/Slfn1/Btn1a1/Skint2/Ido1/Il20rb/Tnfsf4/Ceacam1/Adora2a/Lag3",29
"GO:0002708","GO:0002708","positive regulation of lymphocyte mediated immunity","27/1402","100/13303",3.00024541630998e-06,0.000185165001086242,0.00015460933439219,"P2rx7/Gm11127/H2-T24/Arid5a/Tnf/Cadm1/Crtam/Ulbp1/H2-Q10/Fcgr1/Gm8909/Il18r1/Il6/Mad2l2/H2-Q1/Cd40/Il1b/H2-Q2/Ptprc/Slamf1/Fcgr3/Nlrp3/Klrc1/Tnfsf4/Klrb1c/Vav1/Lag3",27
"GO:0071216","GO:0071216","cellular response to biotic stimulus","40/1402","179/13303",3.02354811925203e-06,0.000185165001086242,0.00015460933439219,"Cmpk2/Txnip/Trim30a/Cd274/Ddit3/Trim12c/Ccl5/Nfkbia/Arid5a/Nr1d1/Tnf/Havcr2/Serpine1/Trp53/Cd84/Mrc1/Gch1/Pde2a/Il1a/Cd68/Eif2ak3/Cxcl2/Il6/Cebpb/Ccl2/Prdm1/Il1b/Nos2/Shpk/Trim12a/Cxcl1/Syk/Trim30d/Zfp36/Nlrp3/Fcgr4/Cd6/Ppbp/Tnfsf4/Pf4",40
"GO:0022408","GO:0022408","negative regulation of cell-cell adhesion","37/1402","161/13303",3.51511264860498e-06,0.000211661881278523,0.000176733736876276,"Hspb1/Cd274/Ass1/Havcr2/Klf4/Crtam/Nckap1l/Adtrp/Pag1/Smad7/Foxj1/Socs1/Cebpb/Ccl25/Lgals7/Mad2l2/Nfkbid/Zc3h12d/Muc4/Runx3/Cd300a/Rgcc/Cxcl12/Il1rn/Abca12/Bmp2/Slfn1/Abat/Btn1a1/Skint2/Ido1/Il20rb/Tnfsf4/Ceacam1/Notch4/Adora2a/Lag3",37
"GO:0002437","GO:0002437","inflammatory response to antigenic stimulus","16/1402","43/13303",3.53949634245021e-06,0.000211661881278523,0.000176733736876276,"Tnf/Serpinb9/Icam1/Trex1/Fcgr1/Cd68/Ccr7/Cxcr2/Gpx2/Il1rn/Cnr1/Fcgr3/Cysltr1/Il20rb/Cd6/Ak7",16
"GO:0050766","GO:0050766","positive regulation of phagocytosis","19/1402","58/13303",4.04223289894491e-06,0.000238914765410895,0.000199489388599093,"Pros1/Tnf/Il2rg/Il15/Nckap1l/Gata2/Fcgr1/Il2rb/Ccl2/Il1b/Ptprc/Ccr7/Dock2/Slc11a1/Pparg/Ptx3/Fcgr3/C2/Gas6",19
"GO:0060326","GO:0060326","cell chemotaxis","46/1402","221/13303",4.46887933757341e-06,0.000261095559458455,0.000218009939372002,"Hspb1/Gab1/Fgfr1/Ccl5/Pla2g7/Csf1r/Serpine1/Ccl4/Gstp2/Nbl1/Mtus1/Nckap1l/S100a14/Cxcl2/C3ar1/Ccl25/Edn1/Ccl2/S1pr1/Prkcq/Smoc2/Ccrl2/Ccr4/Ccl20/Il1b/Trpm2/Itgam/Ccr7/Cxcl1/Syk/Cxcr2/Cxcl12/Slamf1/Ccr2/Dusp1/Dysf/Fcgr3/Bin2/Lox/Gas6/Ccl9/Ppbp/Pf4/Tnfsf11/Vav1/Prkd1",46
"GO:0098742","GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules","33/1402","138/13303",4.72231171341517e-06,0.000272767164082833,0.000227755512302512,"Mmp24/Cadm1/Klf4/Cdh3/Fat2/Crtam/Cdh17/Dsg3/Igsf11/L1cam/Pcdhga12/Lgals7/Nlgn1/Cldn1/Esam/Prtg/Cntn5/Tenm2/Il1rn/Bmp2/Cdh15/Nrcam/Cdh11/Itgal/Ptprt/Pcdh12/Lrrc4c/Cd6/Emb/Pcdh15/Epha3/Ceacam1/Tenm3",33
"GO:0030593","GO:0030593","neutrophil chemotaxis","21/1402","69/13303",4.81681135606764e-06,0.000275099462054964,0.000229702937760671,"Ccl5/Ccl4/Nckap1l/Cxcl2/C3ar1/Ccl25/Edn1/Ccl2/Ccl20/Il1b/Itgam/Ccr7/Cxcl1/Syk/Cxcr2/Dysf/Fcgr3/Ccl9/Ppbp/Pf4/Vav1",21
"GO:0006820","GO:0006820","anion transport","58/1402","304/13303",5.00578869353951e-06,0.000280079254268251,0.000233860971703322,"P2rx7/Rab3gap1/Slc38a6/Slco1a6/Lrrc8d/Slc26a9/Fgfr1/Car2/Slc23a2/Slco1a5/Il1a/Enpp1/Slc16a9/Epm2a/Slc17a9/Slc4a5/Slc25a31/Cebpb/Edn1/Ptafr/Slc15a4/Slc25a21/Slc2a3/Slc16a3/Slc17a8/Slc5a5/Abcb1a/Slc52a3/Rgs2/Il1b/AU018091/Nos2/Gabrr2/Syk/Slc11a1/Slc6a14/Slc26a8/Slc37a1/Cftr/Il1rn/Abat/Slc13a2/Slc7a3/Ano4/Fgfr4/Slc5a8/Slc16a5/Pdzk1/Emb/Tcaf2/Ceacam1/Adora2a/Tnfsf11/Car7/Slc12a8/Apba1/Slc37a2/Slc7a2",58
"GO:0042088","GO:0042088","T-helper 1 type immune response","16/1402","44/13303",5.02144024030682e-06,0.000280079254268251,0.000233860971703322,"Arid5a/Havcr2/Il1rl1/Il33/Relb/Gadd45g/Il18r1/Il1b/Ccr7/Bcl3/Slc11a1/Slamf1/Ccr2/Il27/Tnfsf4/Il23r",16
"GO:0019233","GO:0019233","sensory perception of pain","23/1402","80/13303",5.07486001764033e-06,0.000280079254268251,0.000233860971703322,"P2rx7/Mmp24/Fgfr1/Ngf/Chrnb2/Il33/Ptgs1/Il1a/Fcgr1/Acpp/Aloxe3/Edn1/Ptafr/Ccl2/Mme/Ephx2/Cxcl12/Il1rn/Ccr2/Kcnip3/Cnr1/Penk/Fcgr4",23
"GO:0007186","GO:0007186","G protein-coupled receptor signaling pathway","71/1402","397/13303",5.12440894096938e-06,0.000280079254268251,0.000233860971703322,"Ccl5/Adgrf5/Car2/Ccl4/Olfr56/Pde2a/Lgr4/Sag/Acpp/Gpr87/Gpr19/Adgra1/C3ar1/Arrdc3/Prex2/Ccl25/Edn1/Ptafr/Ccl2/S1pr1/Ccrl2/Ccr4/Ccl20/Cish/Kctd12b/Rgs2/Gpr132/Adcy9/Pde4a/Htr1d/Nos2/P2ry12/P2ry14/Ccr7/Adgrf3/Syk/Gpr160/Gpr4/Cxcr2/Adcy1/Fzd9/Grk4/Ereg/Ccr2/Ptger4/Aplp1/Cnr1/Chrm1/Cdk5r1/Pde6g/Qrfp/Cysltr1/Penk/Klk6/Adgrb2/Plce1/Gabbr2/Pomc/Cngb1/Gng3/Ccl9/Adcy8/Adora2a/Vav1/Oxtr/Baiap3/Entpd2/Gnat1/Tacr3/Vipr1/Lpar5",71
"GO:0002709","GO:0002709","regulation of T cell mediated immunity","22/1402","75/13303",5.64960166363284e-06,0.000304669384533349,0.000254393273437457,"P2rx7/Gm11127/H2-T24/Arid5a/H2-Q10/Nckap1l/Smad7/Gm8909/Il18r1/Il6/Ripk3/H2-Q1/Il1b/H2-Q2/Ptprc/Muc4/Was/Slamf1/Ccr2/Nlrp3/Il20rb/Tnfsf4",22
"GO:0055067","GO:0055067","monovalent inorganic cation homeostasis","28/1402","109/13303",5.69419467453633e-06,0.000304669384533349,0.000254393273437457,"Slc26a9/Trp53/Atp6v0d1/Car2/Slc9b1/Slc9a2/Il1a/Cln5/Slc4a5/Edn1/Atp1a2/Nr3c2/Atp6v0a4/Hvcn1/Nox1/Atp1a3/Slc11a1/Cftr/Pdk4/Ptger4/Fasl/Slc9a4/Scnn1g/Adora2a/Car7/Slc12a8/Pdk2/Slc9a9",28
"GO:0002831","GO:0002831","regulation of response to biotic stimulus","51/1402","257/13303",5.87164406915589e-06,0.000310891320869994,0.000259588474636366,"Ddx58/Trim21/Dhx58/Trim30a/Cd274/Apobec3/Trim12c/Ccl5/Aim2/Cadm1/Havcr2/Optn/Serpinb9/Cd84/Crtam/Ulbp1/Trex1/Oas1c/Il15/Adar/Syt11/Oasl1/Trim6/Socs1/Slc15a4/Prdm1/Ifi205/Il1b/Serpinb9c/Trim12a/Cxcl1/Syk/Trim30d/Serpinb1a/Muc4/Klrb1b/Pparg/Irak3/Ereg/Nod1/Il27/Pomc/Tspan6/Mmp12/Klrc1/Trim15/Ceacam1/Klrb1c/Vav1/Lag3/Il23r",51
"GO:0097530","GO:0097530","granulocyte migration","27/1402","104/13303",6.71888183275827e-06,0.000352083261401137,0.000293982979377985,"Ccl5/Csf1r/Ccl4/Nckap1l/S100a14/Il1a/Cxcl2/C3ar1/Ccl25/Edn1/Ccl2/Ccl20/Il1b/Itgam/Ccr7/Cxcl1/Syk/Cd300a/Cxcr2/Slamf1/Dysf/Ptger4/Fcgr3/Ccl9/Ppbp/Pf4/Vav1",27
"GO:0071621","GO:0071621","granulocyte chemotaxis","24/1402","87/13303",7.01514510579745e-06,0.000361194303870894,0.000301590530500522,"Ccl5/Csf1r/Ccl4/Nckap1l/S100a14/Cxcl2/C3ar1/Ccl25/Edn1/Ccl2/Ccl20/Il1b/Itgam/Ccr7/Cxcl1/Syk/Cxcr2/Slamf1/Dysf/Fcgr3/Ccl9/Ppbp/Pf4/Vav1",24
"GO:0052372","GO:0052372","modulation by symbiont of entry into host","16/1402","45/13303",7.03486840118405e-06,0.000361194303870894,0.000301590530500522,"Trim21/Trim25/Trim30a/Trim26/Ly6e/Trim12c/Trim34a/Trim34b/Trim6/Trim30c/Trim12a/Trim30d/Ptx3/Trim30b/Tmprss4/Ifitm1",16
"GO:0071222","GO:0071222","cellular response to lipopolysaccharide","35/1402","153/13303",7.13116932147632e-06,0.000362477336610642,0.0003026618389915,"Cmpk2/Trim30a/Cd274/Trim12c/Ccl5/Nfkbia/Arid5a/Nr1d1/Tnf/Havcr2/Serpine1/Cd84/Mrc1/Gch1/Pde2a/Il1a/Cd68/Cxcl2/Il6/Cebpb/Ccl2/Prdm1/Il1b/Nos2/Shpk/Trim12a/Cxcl1/Trim30d/Zfp36/Nlrp3/Fcgr4/Cd6/Ppbp/Tnfsf4/Pf4",35
"GO:0042129","GO:0042129","regulation of T cell proliferation","32/1402","135/13303",7.9683910081204e-06,0.000398932566066084,0.000333101278022397,"Cd274/Ccl5/Havcr2/Crtam/Il15/Nckap1l/Il1a/Foxj1/Ccdc88b/Il6/Cebpb/Lgals7/Ripk3/Prkcq/Il1b/Zc3h12d/Ptprc/Ccr7/Syk/Slamf1/Tnfsf13b/Ccr2/Slfn1/Btn1a1/Il27/Ido1/Il20rb/Itgal/Cd6/Tnfsf4/Ceacam1/Tnfrsf13c",32
"GO:0048525","GO:0048525","negative regulation of viral process","23/1402","82/13303",8.00533577390136e-06,0.000398932566066084,0.000333101278022397,"Trim21/Trim25/Trim30a/Isg20/Trim26/Apobec3/Sp100/Ly6e/Trim12c/Parp10/Ccl5/Tnf/Oas2/Oas1c/Adar/Oasl1/Trim6/Trim12a/Trim30d/Ptx3/Zfp36/Trim15/Ifitm1",23
"GO:0043903","GO:0043903","regulation of biological process involved in symbiotic interaction","20/1402","66/13303",8.67750234217027e-06,0.000428230528206325,0.000357564531871543,"Trim21/Trim25/Trim30a/Trim26/Ly6e/Trim12c/Trim34a/Pcx/Trim34b/Trim6/Trim30c/Trim12a/Cxcl1/Trim30d/Ptx3/Trim30b/Pomc/Trim15/Tmprss4/Ifitm1",20
"GO:0031649","GO:0031649","heat generation","9/1402","16/13303",8.9834954424858e-06,0.000439068339751494,0.000366613903077963,"Ccl5/Tnf/Il1a/Arrdc3/Il1b/Il1rn/Cnr1/Abat/Tnfsf11",9
"GO:0050795","GO:0050795","regulation of behavior","18/1402","56/13303",9.75238024724297e-06,0.000472108083778438,0.000394201475256979,"Sgip1/Nr1d1/Chrnb2/Il6/Arrdc3/Nr4a3/Nlgn1/Htr1d/Lepr/Ptger4/Cnr1/Qrfp/Penk/Adora2a/Stra6/Baiap3/Csf2/Tacr3",18
"GO:0007162","GO:0007162","negative regulation of cell adhesion","49/1402","248/13303",1.00668560434796e-05,0.000482734238386856,0.000403074116855111,"Hspb1/Cd274/Ass1/Havcr2/Serpine1/Klf4/Crtam/Plxna2/Nckap1l/Sema6a/Adtrp/Pag1/Angpt2/Acer2/Smad7/Foxj1/Socs1/Cebpb/Ccl25/Lgals7/Mad2l2/Nfkbid/Cyp1b1/Muc1/Zc3h12d/Ptprc/Ptprz1/Muc4/Runx3/Cd300a/Rgcc/Jam2/Cxcl12/Il1rn/Abca12/Bmp2/Dusp1/Slfn1/Abat/Btn1a1/Skint2/Ido1/Il20rb/Mmp12/Tnfsf4/Ceacam1/Notch4/Adora2a/Lag3",49
"GO:0051250","GO:0051250","negative regulation of lymphocyte activation","31/1402","131/13303",1.13866696823863e-05,0.000540920018650183,0.000451658161922101,"Hspb1/Cd274/Havcr2/Id2/Crtam/Nckap1l/Pag1/Smad7/Foxj1/Socs1/Inpp5d/Cebpb/Lgals7/Prdm1/Nfkbid/Zc3h12d/Runx3/Cd300a/Slfn1/Btn1a1/Sox11/Skint2/Ido1/Il20rb/Pglyrp4/Tnfsf4/Ceacam1/Adora2a/Pglyrp2/Blk/Lag3",31
"GO:1990266","GO:1990266","neutrophil migration","23/1402","84/13303",1.23948523646935e-05,0.00058336143120127,0.000487095952577429,"Ccl5/Ccl4/Nckap1l/Il1a/Cxcl2/C3ar1/Ccl25/Edn1/Ccl2/Ccl20/Il1b/Itgam/Ccr7/Cxcl1/Syk/Cxcr2/Dysf/Ptger4/Fcgr3/Ccl9/Ppbp/Pf4/Vav1",23
"GO:1903131","GO:1903131","mononuclear cell differentiation","64/1402","358/13303",1.50386620725903e-05,0.000701298342339235,0.000585571081377925,"Hspb1/Jag2/Eomes/Trp53/Id2/Crtam/Il2rg/Relb/Mafb/Gadd45g/Il15/Nckap1l/Cdh17/Il1a/Smad7/Foxj1/Zeb1/Socs1/Il18r1/Inpp5d/Il6/Cebpb/Cyp26b1/Ripk3/Prdm1/Nfkbid/Il1b/Trpm2/Lepr/Pir/Il3ra/Ptprc/Ccr7/Clec4d/Bcl3/Syk/Plcl2/Dock2/Dock11/Pparg/Runx3/H2-DMa/Slamf1/Tnfsf13b/Fzd9/Hhex/Ccr2/Ptger4/Ikzf1/Cd79a/Il27/Nlrp3/Gas6/Dock10/Pglyrp4/Tnfsf4/Pou1f1/Vav1/Wnt4/Csf2/Pglyrp2/Blk/Lag3/Mfng",64
"GO:0071674","GO:0071674","mononuclear cell migration","31/1402","133/13303",1.57455597499317e-05,0.000727588001899116,0.000607522458485403,"Ccl5/Pla2g7/Csf1r/Cadm1/Serpine1/Crtam/Icam1/Ccl4/Nbl1/S100a14/Itgb7/Adtrp/C3ar1/Ccl25/Ccl2/Ripk3/S1pr1/Ccl20/Trpm2/Ccr7/Jam2/Cxcl12/Slamf1/Ccr2/Dusp1/Myo1g/Itgal/Gas6/Ccl9/Tnfsf4/Tnfsf11",31
"GO:0002285","GO:0002285","lymphocyte activation involved in immune response","34/1402","152/13303",1.59474047354817e-05,0.000730276200634715,0.000609767054466213,"Havcr2/Eomes/Trp53/Icam1/Relb/Gadd45g/Nckap1l/Cdh17/Smad7/Stx11/Il18r1/Il6/Slc15a4/Mad2l2/Nfkbid/Cd40/Ptprc/Ccr7/Clec4d/Bcl3/Plcl2/Slc11a1/Dock11/Ccr2/Ptger4/Il27/Nlrp3/Klrc1/Itgal/Dock10/Pglyrp4/Tnfsf4/Pglyrp2/Mfng",34
"GO:0002548","GO:0002548","monocyte chemotaxis","14/1402","38/13303",1.64485747262999e-05,0.000746500940480202,0.00062331441068084,"Ccl5/Pla2g7/Serpine1/Ccl4/Nbl1/S100a14/Ccl25/Ccl2/Ccl20/Cxcl12/Ccr2/Dusp1/Ccl9/Tnfsf11",14
"GO:0002438","GO:0002438","acute inflammatory response to antigenic stimulus","9/1402","17/13303",1.73026800067309e-05,0.000778314358178877,0.000649878023168504,"Serpinb9/Icam1/Fcgr1/Ccr7/Cxcr2/Cnr1/Fcgr3/Il20rb/Cd6",9
"GO:0051321","GO:0051321","meiotic cell cycle","43/1402","212/13303",1.77649655463725e-05,0.00079209929712466,0.00066138819097852,"Sycp1/Zcwpw1/Piwil2/Tubgcp5/Prdm9/Ovol1/Tdrkh/Syce2/Tex14/M1ap/Hsf2bp/Slc25a31/Hormad1/Tex11/Hspa2/Edn1/Cyp26b1/Sycp3/Tdrd12/Rec114/Xlr3a/Xlr3c/Tex15/Xlr5a/Msh4/Xlr4b/Xlr4a/Hfm1/Slc26a8/Boll/Xlr3b/Ereg/Piwil4/Exd1/Hormad2/Sycp2/Osm/Fmn2/Brdt/Gm960/Wnt4/Msx1/Cpeb1",43
"GO:0002675","GO:0002675","positive regulation of acute inflammatory response","10/1402","21/13303",1.93702009099664e-05,0.000855871363559136,0.000714636681170555,"Ccl5/Tnf/Fcgr1/Il6/Il1b/Ccr7/Cnr1/Fcgr3/Aoc3/Tnfsf11",10
"GO:0030595","GO:0030595","leukocyte chemotaxis","35/1402","160/13303",2.0027588028427e-05,0.000855871363559136,0.000714636681170555,"Ccl5/Pla2g7/Csf1r/Serpine1/Ccl4/Nbl1/Mtus1/Nckap1l/S100a14/Cxcl2/C3ar1/Ccl25/Edn1/Ccl2/S1pr1/Ccl20/Il1b/Trpm2/Itgam/Ccr7/Cxcl1/Syk/Cxcr2/Cxcl12/Slamf1/Ccr2/Dusp1/Dysf/Fcgr3/Gas6/Ccl9/Ppbp/Pf4/Tnfsf11/Vav1",35
"GO:0071219","GO:0071219","cellular response to molecule of bacterial origin","35/1402","160/13303",2.0027588028427e-05,0.000855871363559136,0.000714636681170555,"Cmpk2/Trim30a/Cd274/Trim12c/Ccl5/Nfkbia/Arid5a/Nr1d1/Tnf/Havcr2/Serpine1/Cd84/Mrc1/Gch1/Pde2a/Il1a/Cd68/Cxcl2/Il6/Cebpb/Ccl2/Prdm1/Il1b/Nos2/Shpk/Trim12a/Cxcl1/Trim30d/Zfp36/Nlrp3/Fcgr4/Cd6/Ppbp/Tnfsf4/Pf4",35
"GO:0002275","GO:0002275","myeloid cell activation involved in immune response","21/1402","75/13303",2.02055014021437e-05,0.000855871363559136,0.000714636681170555,"Havcr2/Il33/Cd84/Trex1/Gata2/Stx11/Hmox1/Vamp2/Nr4a3/Ptafr/Lat2/Itgam/Dnase1l3/Syk/Dock2/Cd300a/Slamf1/Ccr2/Dysf/Lat/Blk",21
"GO:0042102","GO:0042102","positive regulation of T cell proliferation","21/1402","75/13303",2.02055014021437e-05,0.000855871363559136,0.000714636681170555,"Cd274/Ccl5/Havcr2/Il15/Nckap1l/Il1a/Ccdc88b/Il6/Prkcq/Il1b/Ptprc/Ccr7/Syk/Slamf1/Tnfsf13b/Ccr2/Itgal/Cd6/Tnfsf4/Ceacam1/Tnfrsf13c",21
"GO:0044070","GO:0044070","regulation of anion transport","21/1402","75/13303",2.02055014021437e-05,0.000855871363559136,0.000714636681170555,"P2rx7/Rab3gap1/Fgfr1/Car2/Il1a/Cebpb/Edn1/Ptafr/Abcb1a/Rgs2/Il1b/Syk/Cftr/Il1rn/Abat/Fgfr4/Pdzk1/Tcaf2/Adora2a/Tnfsf11/Car7",21
"GO:0043062","GO:0043062","extracellular structure organization","47/1402","241/13303",2.1577485671516e-05,0.000899031114966314,0.000750674271419526,"Aebp1/Nid1/Mmp24/Loxl4/Tnf/Lamb3/Crispld2/Smoc1/Adtrp/Tex14/Flrt2/Tgfbi/Tnfrsf11b/Il6/Col4a4/Fap/Smoc2/Pdpn/Ecm2/Cyp1b1/Abi3bp/Adamts5/Fkbp10/Bcl3/Nox1/Loxl2/P3h4/Adamts17/Rgcc/Mmp19/Ptx3/Col27a1/Col9a3/Ccdc80/Bmp2/Tnxb/Comp/Aplp1/Acan/Has1/Lox/Fgfr4/Mmp12/Col11a2/Myh11/Mmp17/Col24a1",47
"GO:0051092","GO:0051092","positive regulation of NF-kappaB transcription factor activity","31/1402","135/13303",2.15781617206158e-05,0.000899031114966314,0.000750674271419526,"Trim21/Trim25/Trim30a/Clu/Trim12c/Aim2/Tnf/Chuk/Trim34a/Cd84/Icam1/Trim34b/Trim6/Il18r1/Rnf31/Ripk3/Prkcq/Cd40/Il1b/Trim30c/Trim12a/Trim30d/Irak3/Trim30b/Nod1/Nlrp3/Amh/Map3k13/Trim15/Tnfsf11/Prkd1",31
"GO:0002286","GO:0002286","T cell activation involved in immune response","22/1402","81/13303",2.18740477716737e-05,0.000903949470109083,0.000754781006550177,"Havcr2/Eomes/Trp53/Icam1/Relb/Gadd45g/Nckap1l/Smad7/Stx11/Il18r1/Il6/Nfkbid/Ccr7/Clec4d/Bcl3/Slc11a1/Ccr2/Ptger4/Il27/Nlrp3/Itgal/Tnfsf4",22
"GO:0046718","GO:0046718","viral entry into host cell","20/1402","70/13303",2.28758404478095e-05,0.000937724975775933,0.000782982926023497,"Trim21/Trim25/Trim30a/Trim26/Ly6e/Trim12c/Trim34a/Trim34b/Trim6/4930486L24Rik/Trim30c/Trim12a/Trim30d/Ptx3/Trim30b/Tmprss11d/Gas6/Tmprss4/Ceacam1/Ifitm1",20
"GO:0002685","GO:0002685","regulation of leukocyte migration","36/1402","168/13303",2.46388145054401e-05,0.00100191275304922,0.000836578527039448,"Ccl5/Pla2g7/Csf1r/Serpine1/Trp53/Il33/Icam1/Nbl1/Mtus1/Nckap1l/S100a14/Adtrp/Il1a/Fut4/C3ar1/Ccl25/Edn1/Ptafr/Ccl2/Ripk3/Ccl20/Il1b/P2ry12/Ccr7/Cd300a/Cxcr2/Jam2/Cxcl12/Slamf1/Ccr2/Dusp1/Dysf/Ptger4/Aoc3/Gas6/Tnfsf4",36
"GO:0032689","GO:0032689","negative regulation of interferon-gamma production","12/1402","30/13303",2.52909881724546e-05,0.00101675531815643,0.000848971793037005,"Cd274/Ddit3/Havcr2/Il1rl1/Il33/Lgals7/Slamf1/Il20rb/Gas6/Pglyrp4/Tnfsf4/Pglyrp2",12
