Ensembl_ID,Gene name,Control_1,Control_2,Control_3,DAC_1,DAC_2,DAC_3
ENSMUSG00000002249,Tead3,774,734,790,584,789,971
ENSMUSG00000002250,Ppard,3950,3549,3554,3060,4038,5126
ENSMUSG00000002257,Def6,499,422,431,355,519,596
ENSMUSG00000002265,Peg3,0,0,0,6,7,7
ENSMUSG00000002266,Zim1,1.02,0,0,0,0,1.01
ENSMUSG00000002274,Metrn,687.2,723.96,697.4,461.63,615.3,762
ENSMUSG00000002279,Lmf1,528,535,583,168,223,252
ENSMUSG00000002280,Narfl,808.79,829.41,842.01,560.82,819.94,1007.66
ENSMUSG00000002289,Angptl4,77,83,86,475,649,642
ENSMUSG00000002297,Dbf4,9759.36,11910.98,10728.17,7397.13,9865.55,12127.79
ENSMUSG00000002307,Daxx,1213,1411,1323,2688,3494,3998
ENSMUSG00000002308,Cd320,537,606,639,322,425,525
ENSMUSG00000002319,Ipo4,5328.52,5724.36,5449.79,7147.94,9503.13,11322.41
ENSMUSG00000002320,Tm9sf1,2602.48,2591.64,2557.21,1812.06,2482.87,2845.59
ENSMUSG00000002324,Rec8,0,0,1,5,6,5
ENSMUSG00000002325,Irf9,300,342,324,3220,4256,5085
ENSMUSG00000002326,Gmpr2,987,1035,923,612,879,967
ENSMUSG00000002329,Mdp1,685,793,756,655,813,994
ENSMUSG00000002332,Dhrs1,853,927,919,578,825,885
ENSMUSG00000002341,Ncan,2,0,3,6,5,12
ENSMUSG00000002342,Tmem161a,1047,1166,1107,698,996,1139
ENSMUSG00000002343,Armc6,831.4,817.93,752.77,766.64,1058,1283.2
ENSMUSG00000002345,2310045N01Rik,724,747,632,375,501,624
ENSMUSG00000002346,Slc25a42,132.34,145.46,138.47,145.17,210.39,287.94
ENSMUSG00000002365,Snx9,8603,9020,8920,4609,6211,7444
ENSMUSG00000002372,Ranbp3,5188,5937,5873,4433,5764,6588
ENSMUSG00000002379,Ndufa11,1212,1464,1317,1515,2087,2545
ENSMUSG00000002384,Bmp8b,1,5,8.45,105.97,118.84,159.04
ENSMUSG00000002393,Nr2f6,1424.04,1328.56,1388.65,976.81,1385.81,1732.3
ENSMUSG00000002395,Use1,1017,1247,1165,1271,1529,1883
ENSMUSG00000002396,Ocel1,620.96,620.44,588.35,391.19,484.19,598.7
ENSMUSG00000002409,Dyrk1b,221,233,275,255,358,473
ENSMUSG00000002413,Braf,1578,1789,1812,1361,1907,2344
ENSMUSG00000002416,Ndufb2,463,510,440,397,508,652
ENSMUSG00000002428,Hltf,3121,3174.99,2832,1769,2477,2932
ENSMUSG00000002455,Prpf6,4224,4934,4803,3927,5029,5941
ENSMUSG00000002458,Rgs19,1785,1626,1591,969,1359,1605
ENSMUSG00000002459,Rgs20,61,82,67,91,129,155
ENSMUSG00000002475,Abhd3,41,43,46,54,101,102
ENSMUSG00000002477,Snrpd1,4923.99,5541,5164,2725,3701,4223
ENSMUSG00000002486,Tchp,526,563,541.02,348,448,583
ENSMUSG00000002489,Tiam1,2222,2480,2471,1415,1755,1885
ENSMUSG00000002496,Tsc2,2900.14,2931.62,2919.49,1882.88,2471.95,3081.92
ENSMUSG00000002500,Rpl3l,1,0,0,2,0,4
ENSMUSG00000002504,Slc9a3r2,485,498,458,246,277,352
ENSMUSG00000002524,Puf60,5037,5618,5451,4659,6219,7443
ENSMUSG00000002546,Golga2,2289,2597,2765,2040,2626,3197
ENSMUSG00000002550,Uck1,1100,1247,1296,1151,1551,1817
ENSMUSG00000002565,Scin,654,693,591,985,1337,1429
ENSMUSG00000002578,Ikzf4,5.01,3.08,3.04,10.03,14.24,26.07
ENSMUSG00000002580,Mien1,523,572.96,470.97,382.96,453.9,553.93
ENSMUSG00000002588,Pon1,0,2,0,1,0,8
ENSMUSG00000002602,Axl,48165,52365,52758,19328,26035,29762
ENSMUSG00000002603,Tgfb1,2483,2465,2404,2109,2811,3274
ENSMUSG00000002608,Ccdc97,1431,1460,1461,1079,1302,1897
ENSMUSG00000002617,Zfp40,59,71,73,94,130,164
ENSMUSG00000002625,Akap8l,1210,1131,1103,951,1201,1664
ENSMUSG00000002633,Shh,1,0,0,0,0,0
ENSMUSG00000002635,Pdcd2l,568,617,545,475,694,792
ENSMUSG00000002658,Gtf2f1,4877,5388,4984,5361,6933,8207
ENSMUSG00000002660,Clpp,1776,1959,1922,1579,2173,2706
ENSMUSG00000002661,Alkbh7,181,176,187,111,151,153
ENSMUSG00000002664,Pspn,1,1,2,1,2,0
ENSMUSG00000002668,Dennd1c,4,8,2,7,23,25
ENSMUSG00000002679,Med6,1248,1332,1220,780,1014,1065
ENSMUSG00000002688,Prkd1,0,0,0,14,12,9
ENSMUSG00000002699,Lcp2,0,0,0,0,0,0
ENSMUSG00000002718,Cse1l,15131,16989,15583,10862,14422,17899
ENSMUSG00000002728,Naa20,3098,3279,2875,2503,3250,3857
ENSMUSG00000002731,Prkra,818,846,771,311,380,440
ENSMUSG00000002732,Fkbp7,98,104,104,112,156,160
ENSMUSG00000002733,Plekha3,2828.08,2806,2604.03,1608.67,2125.93,2679.71
ENSMUSG00000002741,Ykt6,4335,4949,4519,4990,6751,7620
ENSMUSG00000002748,Baz1b,14431,15997,15739,12928,16143,20359.01
ENSMUSG00000002763,Pex6,1619,1298,1369,768,976,1260
ENSMUSG00000002767,Mrpl2,1896,2342,2193,1839,2683,2924
ENSMUSG00000002768,Mea1,1514,1741,1519,1482,2112,2457
ENSMUSG00000002769,Gnmt,12,14,27,25,35,51
ENSMUSG00000002771,Grin2d,113,117,100,148,194,263
ENSMUSG00000002778,Kdelr1,2761,2899,2591,1948,2574,3077
ENSMUSG00000002781,Tmem143,239,252,243,195,294,346
ENSMUSG00000002791,Pdxk-ps,0,1,1,0,2,1
ENSMUSG00000002797,Ggct,672,813,762,1575,2068,2405
ENSMUSG00000002799,Jag2,685,675,677,1496,1957,2384
ENSMUSG00000002803,Btbd6,409,375,375,249,315,369
ENSMUSG00000002804,Nudt14,264,263,234,204,262,310
ENSMUSG00000002808,Epdr1,259,271,244,137,178,177
ENSMUSG00000002812,Flii,10338,11354,11402,6753,8823,9895
ENSMUSG00000002814,Top3a,1013,1655,1656,1656,2166,2185
ENSMUSG00000002820,Atg4d,717.84,694.5,674.51,518.37,700.06,928.31
ENSMUSG00000002825,Qtrt1,1079,1255,1153,944,1290,1559
ENSMUSG00000002831,Plin4,12,6,7,13,11,14
ENSMUSG00000002833,Hdgfrp2,3608,3564,3631,3078,3873,4691
ENSMUSG00000002835,Chaf1a,6374.88,6937.73,6958.06,5743.42,7431.07,8711.2
ENSMUSG00000002844,Adprh,1277,1402,1262,1441,1888,2229
ENSMUSG00000002845,Tmem39a,1542,1484,1483.26,809,1038,1387
ENSMUSG00000002846,Timmdc1,1044.54,975,843.09,979.17,1355.51,1732.07
ENSMUSG00000002847,Pla1a,189,255,252,262,317,335
ENSMUSG00000002870,Mcm2,9725,11444,10956,7962,10373,11368
ENSMUSG00000002871,Tpra1,800,685,672,406,535,727
ENSMUSG00000002881,Nab1,6165,6428,6083,4382,5614,6907
ENSMUSG00000002885,Adgre5,293.23,325.29,319.89,248.56,364.74,363.87
ENSMUSG00000002897,Il17ra,1951,2130,2159,2210.44,2928,3454.75
ENSMUSG00000002900,Lamb1,22575,28750,28425,15295,19124,21166
ENSMUSG00000002908,Kcnn1,23,25,26,40,59,75
ENSMUSG00000002910,Arrdc2,212,195,171,149,173,234
ENSMUSG00000002930,Ppp1r17,0,0,0,0,0,0
ENSMUSG00000002944,Cd36,0,0,0,1,6,1
ENSMUSG00000002948,Map2k7,2486.01,3108,2990.93,1569.37,2102.56,2504.39
ENSMUSG00000002949,Timm44,3889,4193,3831,2632,3473,4242
ENSMUSG00000002957,Ap2a2,6164,6429,6141,4555.6,6264,6942.17
ENSMUSG00000002963,Pnkp,1197,1077,1069,1031,1359,1749
ENSMUSG00000002968,Med25,2240,2182,2168,1826,2399,2978
ENSMUSG00000002980,Bcam,88,87,91,147,182,223
ENSMUSG00000002981,Clptm1,4950,5937,5634,6131,8345,9746
ENSMUSG00000002983,Relb,1516,1509,1445,2438,3139,4226.01
ENSMUSG00000002984,Tomm40,5818.92,6727.93,6866,3839.96,5109.97,5824.91
ENSMUSG00000002985,Apoe,185,166,184,113,140,184
ENSMUSG00000002992,Apoc2,0,0,0,0,0,0
ENSMUSG00000002996,Hbp1,1521,2006,1716,796,1127,1202
ENSMUSG00000002997,Prkar2b,3942,4116,3841,1217,1707,1933
ENSMUSG00000003031,Cdkn1b,3927,4486,4267,1886,2364,2733
ENSMUSG00000003032,Klf4,509,570,524,1305,1641,1764
ENSMUSG00000003033,Ap1m1,2674,2624,2627,2171,2921,3318
ENSMUSG00000003037,Rab8a,3945,4083,3849,2355.1,3264,3752.45
ENSMUSG00000003038,Hmgn2,7867.78,8199.64,7224.93,3011.75,3698.19,4167.44
ENSMUSG00000003039,Fam32a,3325,3841,3549,2322,3103,3528
ENSMUSG00000003051,Elf3,473.95,448,515.94,1347.99,1596.99,1627.98
ENSMUSG00000003053,Cyp2c29,0,0,0,0,0,0
ENSMUSG00000003062,Stard3nl,1308,1347,1227,930,1290,1470
ENSMUSG00000003068,Stk11,4767.87,5031.9,4698.95,2393.94,3135.87,3959.62
ENSMUSG00000003070,Efna2,46,16,16,44,63,92
ENSMUSG00000003072,Atp5d,6033,6330,6155,4444,5798,7127
ENSMUSG00000003099,Ppp5c,3591,3678,3712,2729,3739,4174
ENSMUSG00000003119,Cdk12,3605,4537,4476,5070,6629,8959
ENSMUSG00000003123,Lipe,449.84,582.98,583.77,292,369.98,432.96
ENSMUSG00000003131,Pafah1b2,8090,9292,8359,5188,6769,8192
ENSMUSG00000003134,Tbc1d8,252.94,194.75,241.93,112.27,158.34,212.54
ENSMUSG00000003135,Cnot11,2519,2623,2550,1850,2391,2644
ENSMUSG00000003153,Slc2a3,25.49,24.44,18.92,88.28,160.11,147.5
ENSMUSG00000003154,Foxj2,1073,938.96,970,798.87,1058.72,1340.26
ENSMUSG00000003161,Sri,3241.01,3464,3047,2108,2800,3198
ENSMUSG00000003166,Dgcr2,4528.25,5068.48,4754.38,3156.83,4284.23,5087.06
ENSMUSG00000003184,Irf3,1510,1195,1162,970,1332,1867
ENSMUSG00000003190,Bcl2l12,226.49,210.49,196.14,106.47,132.96,180.68
ENSMUSG00000003198,Zfp959,355.63,461.42,379.67,617.8,830.42,1134.15
ENSMUSG00000003199,Mpnd,2061,2065,2047,1173,1535,1855
ENSMUSG00000003200,Sh3gl1,3533,3375,3533,2429,3362,4164
ENSMUSG00000003206,Ebi3,1,3,1,1,6,3
ENSMUSG00000003208,Ccdc94,533,637,628,554,625,809
ENSMUSG00000003226,Ranbp2,18412,21982,21482,12112,15360,18404
ENSMUSG00000003227,Edar,2,0,0,6,9,10
ENSMUSG00000003228,Grk5,426,398,423,335,425,505
ENSMUSG00000003233,Dvl3,1285,1077,1051,907,1223,1750
ENSMUSG00000003234,Abcf3,2290,2286,2263,1301,1765,2124
ENSMUSG00000003235,Eif2b5,5705,6314,5936,4924,6148,7245
ENSMUSG00000003269,Cyth2,3786,4077,3911,3718,5186,6163
ENSMUSG00000003271,Sult2b1,309,297,281,901,1110,1312
ENSMUSG00000003273,Car11,0,0,0,0,1,0
ENSMUSG00000003279,Dlgap1,82,176,140,456,567,645
ENSMUSG00000003282,Plag1,293,347,307,146,211,224
ENSMUSG00000003283,Hck,1,2,0,2,0,0
ENSMUSG00000003299,Mrpl4,1873,1984,1857,1813,2414,2898
ENSMUSG00000003308,Keap1,3402.24,3546.47,3289.47,2718.73,3721.78,4031.53
ENSMUSG00000003309,Ap1m2,729,799,723,721,979,1057
ENSMUSG00000003316,Glg1,13036,15043,14920,5921,7386,9004
ENSMUSG00000003341,Atp8b3,4,4,7,66,73,133
ENSMUSG00000003344,Btbd2,547,401,378,493,688,971
ENSMUSG00000003345,Csnk1g2,9167,9282,9132,3743,4971,5720
ENSMUSG00000003346,Abhd17a,2107,2148,2100,1267,1799,2243
ENSMUSG00000003348,Mob3a,1268.83,1211.69,1286.29,777.59,961.6,1106.97
ENSMUSG00000003352,Cacnb3,1738,1516,1577,1147,1449,1776
ENSMUSG00000003354,Ccdc65,41,76,48,34,34,46
ENSMUSG00000003355,Fkbp11,752,934,858,476,633,818
ENSMUSG00000003360,Ddx23,5983,6751,6669,3921,4995,5521
ENSMUSG00000003363,Pld3,415,492,459,521,705,800
ENSMUSG00000003378,Grik5,1090,1105,1133,376,529,653
ENSMUSG00000003379,Cd79a,1,2,3,21,29,56
ENSMUSG00000003380,Rabac1,954,1147,1052,934,1246,1529
ENSMUSG00000003382,Etv3,1524,1802,1773,2756,3643.89,4601
ENSMUSG00000003402,Prkcsh,6119,7195,6838,5586,7076,8068
ENSMUSG00000003410,Elavl3,4,6,6,14,18,17
ENSMUSG00000003411,Rab3b,1,3,1,651,838,1208
ENSMUSG00000003418,St8sia6,0,1,1,41,64,55
ENSMUSG00000003420,Fcgrt,1,0,0,42,44,83
ENSMUSG00000003421,Nosip,1542.2,1912,1758.01,965.24,1255.04,1309
ENSMUSG00000003423,Pih1d1,1505,1485.78,1505,1040,1401,1663
ENSMUSG00000003429,Rps11,29918.44,32956.1,30525.63,22381.46,31341.94,37268.27
ENSMUSG00000003435,Supt5,9018,10496,9829,13729,18283,22246
ENSMUSG00000003436,Dll3,2,1,1,1,3,16
ENSMUSG00000003437,Paf1,2482,2504,2482,1575,2014,2305
ENSMUSG00000003438,Timm50,2448,2770,2757,1813,2489,2945
ENSMUSG00000003444,Med29,790,805,761,643,900,1025
ENSMUSG00000003452,Bicd1,447.3,499.03,521.33,243.71,340.53,431.15
ENSMUSG00000003458,Ncstn,3476,4316,4382,3198,4053.34,4812.09
ENSMUSG00000003464,Pex19,2471,2570,2504,1095,1463,1664
ENSMUSG00000003469,Phyhip,7,1,1,6,2,8
ENSMUSG00000003476,Crhr2,0,2,0,0,0,0
ENSMUSG00000003477,Inmt,0,0,0,0,0,0
ENSMUSG00000003484,Cyp4f18,0,0,0,14,18,19
ENSMUSG00000003500,Impdh1,1996,2032,1979,1592,2055,2458
ENSMUSG00000003505,Psg18,0,0,0,0,0,1
ENSMUSG00000003518,Dusp3,1977.31,2397.78,2230.31,1853.09,2449.07,2864.7
ENSMUSG00000003526,Prodh,1109,1189,1115,1051,1441,1716
ENSMUSG00000003527,Dgcr14,1130,1168.5,1176.99,1020.99,1469,1639.95
ENSMUSG00000003528,Slc25a1,2783,2980,3083,1370,1838,2010
ENSMUSG00000003531,Dgcr6,791,777,793.99,394.99,548,651
ENSMUSG00000003534,Ddr1,1669,1841,1843,1612,1966,2551
ENSMUSG00000003541,Ier3,5258,4066,4797,5291,7045,9249
ENSMUSG00000003545,Fosb,670,290,312,308,397,1439
ENSMUSG00000003546,Klc4,166,131,151,147,203,242
ENSMUSG00000003549,Ercc1,7770,7677,7683,3360,4546,5384
ENSMUSG00000003555,Cyp17a1,0,0,0,1,0,0
ENSMUSG00000003559,As3mt,108,114,95,33,68,70
ENSMUSG00000003573,Homer3,1262.21,1317.68,1399.75,1051.79,1437.3,1583.03
ENSMUSG00000003575,Crtc1,835,1087,1070,743,1034,1151
ENSMUSG00000003581,Rnf215,379,459,402,370,498,580
ENSMUSG00000003585,Sec14l2,819,655,723,429,615,659
ENSMUSG00000003604,Aven,953.08,1011.06,954.02,799.02,1023.11,1336.7
ENSMUSG00000003617,Cp,1008,1521,1375,259,374,362
ENSMUSG00000003623,Crot,1456.84,1566.22,1456.83,751.03,974.79,1153.39
ENSMUSG00000003644,Rps6ka1,3270,3099,3169,1853,2348,2769
ENSMUSG00000003657,Calb2,0,0,0,4,3,5
ENSMUSG00000003660,Snrnp200,12917,16048.53,15300,10519,13723,15790.99
ENSMUSG00000003662,Ciao1,1442,1474,1383,939,1162,1503
ENSMUSG00000003665,Has1,11,8,24,55,67,75
ENSMUSG00000003680,Taf6l,1274,1328,1197,1100,1496,1917
ENSMUSG00000003721,Insig2,1990,2259,2023,1005,1412,1679
ENSMUSG00000003731,Kpna6,5717,6403,5920,4094,5394,6170
ENSMUSG00000003746,Man1a,4186,4600,4492,2089,2753,3014
ENSMUSG00000003752,Itpkc,378,350,308,354,514,644
ENSMUSG00000003762,Adck4,193.97,214.74,190,191.93,284.81,308.84
ENSMUSG00000003778,Brd8,4291,5283,4969.04,3246.88,4233.73,5982.95
ENSMUSG00000003779,Kif20a,12904.21,15633.44,14006.96,9581.42,12736.97,14100.45
ENSMUSG00000003808,Farsa,5217,5885,5788,4516,6053,6874
ENSMUSG00000003809,Gcdh,714,716,678,395,513,662
ENSMUSG00000003810,Mast2,7284,7656,7894,4746,6351,7649
ENSMUSG00000003812,Dnase2a,528.15,665.77,651.68,545.25,747.37,752.5
ENSMUSG00000003813,Rad23a,3963.94,4015.39,4128.35,2935.38,4126.02,4657.76
ENSMUSG00000003814,Calr,28750,31878,29774,37768,48227,53509
ENSMUSG00000003824,Syce2,6,7,11,196,215,281
ENSMUSG00000003847,Nfat5,13351.01,12555.78,13233,6052.99,8269.21,11390.16
ENSMUSG00000003848,Nob1,3745,4198,4051,3335,4428,5301
ENSMUSG00000003849,Nqo1,328,409,372,1090,1535,1543
ENSMUSG00000003863,Ppfia3,105,95,90,145,205,219
ENSMUSG00000003865,Gys1,2484.57,1930.24,1965.59,764.48,999.62,1101.49
ENSMUSG00000003868,Ruvbl2,7199.43,7601.77,7346.44,5012.65,6889.38,7914.54
ENSMUSG00000003872,Lin7b,3,4,0,2,7,4
ENSMUSG00000003873,Bax,2471,2679,2628,1926,2585,2991
ENSMUSG00000003882,Il7r,0,0,0,2,5,7
ENSMUSG00000003923,Tfam,3030,3543,3105,2559,3149,3735
ENSMUSG00000003929,Zfp81,1402,1743,1560.98,738,951,1053
ENSMUSG00000003934,Efnb3,64,81,66,136,134,302
ENSMUSG00000003948,Mmd,5543,4968,4530,3417,4511,5451
ENSMUSG00000003949,Hlf,16,13,9,14,32,31
ENSMUSG00000003955,Fam162a,4738,4356,3824,2159,2808,3341
ENSMUSG00000003970,Rpl8,45559.72,50476.54,49448.31,39204,53413.85,61363.76
ENSMUSG00000003974,Grm3,0,3,0,2,5,2
ENSMUSG00000003992,Ssbp2,452.37,459.53,463.79,539.95,718.2,790.28
ENSMUSG00000004018,Fancl,1585.04,1942.85,1673.54,818.01,1139.36,1359.96
ENSMUSG00000004031,Brinp2,1,0,1,16,20,21.01
ENSMUSG00000004032,Gstm5,301,347,303,173,223,275
ENSMUSG00000004035,Gstm7,1,0,2,0,3,5
ENSMUSG00000004038,Gstm3,0,0,0,0,0,0
ENSMUSG00000004040,Stat3,2934,3217,3201,2763,3737,4302.03
ENSMUSG00000004043,Stat5a,433.23,434.75,414.27,318.69,439.06,492.44
ENSMUSG00000004044,Ptrf,16093,17802,17722,11663,15191,15938
ENSMUSG00000004054,Map3k11,2599,2679,2867,1455,1993,2577
ENSMUSG00000004056,Akt2,4766.93,4923.74,4897.84,3190.67,4381.79,5178.18
ENSMUSG00000004069,Dnaja3,2744,2557,2435,3036,3951,5003
ENSMUSG00000004070,Hmox2,2282.29,2770.13,2632.23,1060.22,1501.6,1678.08
ENSMUSG00000004071,Cdip1,859.91,961.78,972.51,548,683.21,870.37
ENSMUSG00000004085,Zak,10804,12369.24,11734,8056,10149,12103.08
ENSMUSG00000004096,Cwc15,5310,5902,5310,4427,6002,6875
ENSMUSG00000004098,Col5a3,4,0,7,12,13,23
ENSMUSG00000004099,Dnmt1,19936,23911,23365,14161,18404,20793
ENSMUSG00000004100,Ppan,5376,5839,5576,4323,5838,6621
ENSMUSG00000004105,Angptl2,7121,7534,7009,2732,3783,3748
ENSMUSG00000004110,Cacna1e,2.15,1.85,2.19,3,9.46,25.57
ENSMUSG00000004113,Cacna1b,38,44,48,15,24,25
ENSMUSG00000004127,Trmt10a,2204,2532,2464,1489.4,1940,2440.11
ENSMUSG00000004151,Etv1,3253.07,3280,3018,309,352,403
ENSMUSG00000004187,Kifc2,22,6,20,17,26,37
ENSMUSG00000004207,Psap,12653,14035,13922,9738,12491,13830
ENSMUSG00000004221,Ikbkg,1336.07,1632.91,1490.08,1148.15,1568.75,1842.26
ENSMUSG00000004231,Pax2,2,2,2,1,0,1
ENSMUSG00000004233,Wars2,1051,1110,1146,551.98,705.01,871.63
ENSMUSG00000004263,Atn1,6330.54,6091.19,6339.19,3298,3981.94,5215.07
ENSMUSG00000004264,Phb2,10753,11946,11566,8250,11248,12604
ENSMUSG00000004266,Ptpn6,1050.99,967.99,954.98,396,609.97,560.99
ENSMUSG00000004267,Eno2,185,58,74,70,107,145
ENSMUSG00000004268,Emg1,4105.71,4724.53,4333.52,3122.2,4218.2,4917.45
ENSMUSG00000004270,Lpcat3,1734.29,2122.47,2144.48,853.8,1124.8,1304.55
ENSMUSG00000004285,Atp6v1f,1437,1718,1638,1200,1743,2056
ENSMUSG00000004296,Il12b,0,0,0,1,2,1
ENSMUSG00000004317,Clcn5,2449,3153,3360,1894,2494,3137
ENSMUSG00000004319,Clcn3,7762,7390,6990,2571,3388,4368
ENSMUSG00000004328,Hif3a,1,1,1,1,0,3
ENSMUSG00000004341,Gpx6,0,0,0,1,0,0
ENSMUSG00000004344,Gpx5,0,0,0,1,0,0
ENSMUSG00000004347,Pde1c,2,1,0,2,1,4
ENSMUSG00000004356,Utp20,11791,15359,15172,8647,10818,12956
ENSMUSG00000004359,Spic,5.82,4.33,11.01,6.63,7.89,12.95
ENSMUSG00000004360,9330159F19Rik,0,0,1,3,3,9
ENSMUSG00000004364,Cul3,11754,13029,12055,9337,12275,15323
ENSMUSG00000004366,Sst,0,0,0,0,0,0
ENSMUSG00000004371,Il11,30,21,20,200,267,537.05
ENSMUSG00000004383,Large,474,529,534,139,186,206
ENSMUSG00000004393,Ddx56,3369,4002,3621,2643,3466,4022
ENSMUSG00000004394,Tmed4,1922,2024,1915,1159,1443,1704
ENSMUSG00000004415,Col26a1,24.13,11.82,19.26,7.77,12.22,6.97
ENSMUSG00000004446,Bid,1700,1989,1811,968,1241,1424
ENSMUSG00000004451,Ralb,3726,4129,3821,2480,3215,3785
ENSMUSG00000004455,Ppp1cc,17206.99,18520.98,17108.99,8772,11518.98,14706.78
ENSMUSG00000004460,Dnajb11,3844,4238,4057,4145,5315,6311
ENSMUSG00000004462,Tbccd1,483,519,539,408,541,633
ENSMUSG00000004473,Clec11a,18,32,28,28,55,51
ENSMUSG00000004500,Zfp324,392,364,384,361,499,580
ENSMUSG00000004508,Gab2,325,518,449,588,840,937
ENSMUSG00000004530,Coro1c,13537.92,15229.36,14739.63,6485.54,8540.88,9646.48
ENSMUSG00000004535,Tax1bp1,8021,9461,8574,9125,11612,13745
ENSMUSG00000004540,Psg17,318.98,223,312,74,95,140
ENSMUSG00000004542,Psg19,136.05,109,131.06,40,51,62
ENSMUSG00000004552,Ctse,8,11,13,159,227,210
ENSMUSG00000004558,Ndrg2,121,69,84,68,76,73
ENSMUSG00000004561,Mettl17,724.2,672.1,675.02,377.06,516.72,655.09
ENSMUSG00000004562,Arhgef40,8397.9,7306,7363.93,3485.64,4537.22,5206.65
ENSMUSG00000004565,Pnpla6,1412,1486,1680,925,1249,1717
ENSMUSG00000004567,Mcoln1,1016,929,906,983,1350,1696
ENSMUSG00000004568,Arhgef18,2443,2329,2327,2285,2927,3728
ENSMUSG00000004591,Pkn2,9237,11134,10557,6346,8247,9958
ENSMUSG00000004609,Cd33,2,0,2,1,2,0
ENSMUSG00000004610,Etfb,880.36,925.98,900,875,1323.38,1447
ENSMUSG00000004612,Nkg7,0,0,0,0,0,0
ENSMUSG00000004613,Lim2,0,0,0,0,0,0
ENSMUSG00000004626,Stxbp2,3714.49,4141.17,4035.71,2728.49,3695.38,4445.15
ENSMUSG00000004630,Pcp2,0,1.14,0,1,4.4,7.77
ENSMUSG00000004631,Sgce,1,0,0,13,16,14
ENSMUSG00000004633,Chn2,75.95,43,62.86,37,36,66
ENSMUSG00000004637,Wwox,312.03,339.13,341,328.47,426.48,530
ENSMUSG00000004642,Slbp,6325.03,7258.57,6744.46,4277.7,5741.57,6389.38
ENSMUSG00000004651,Tyr,7.7,2.61,5.9,24.68,36.44,44.29
ENSMUSG00000004654,Ghrhr,0,0,0,0,0,1
ENSMUSG00000004655,Aqp1,443,522,519,328,434,476
ENSMUSG00000004661,Arid3b,117,101,110,151,205,284.82
ENSMUSG00000004665,Cnn2,10876,9642,8820,4904,6714,8056
ENSMUSG00000004667,Polr2e,5252,5712,5501,3035,4178,4586
ENSMUSG00000004668,Abca13,1,1,1,2,1,1
ENSMUSG00000004677,Myo9b,7492,8224,8386,3779,4927,5556
ENSMUSG00000004698,Hdac9,1,1,0,2,4,4
ENSMUSG00000004707,Ly9,609,785,718,650,833,947
ENSMUSG00000004709,Cd244,0,0,0,0,1,0
ENSMUSG00000004730,Adgre1,0,0,0,0,0,0
ENSMUSG00000004748,Mtfp1,94,68,92,53,77,91
ENSMUSG00000004768,Rab23,2001,1947,1861,1300,1592,2127
ENSMUSG00000004771,Rab11a,4269,4273,3878,2423,3027,3575
ENSMUSG00000004788,Eif2b2,1860,2093,2019,1518,2023,2359
ENSMUSG00000004789,Dlst,8379,10438,9856,7034,9411,10578
ENSMUSG00000004791,Pgf,195,86,82,118,165,207
ENSMUSG00000004798,Ulk2,2583,2530,2355,1492,1844,2401
ENSMUSG00000004814,Ccl24,0,0,0,0,0,0
ENSMUSG00000004815,Dgkq,742.13,719.11,753.18,386.44,467.06,655.33
ENSMUSG00000004821,Tmed11,0,0,0,0,0,0
ENSMUSG00000004837,Grap,344,527,511,354,444,561
ENSMUSG00000004842,Pou1f1,8.27,7.6,1.63,30.57,38.28,32.04
ENSMUSG00000004843,Chmp2b,3104,3236,3001,2853,3839,4317
ENSMUSG00000004846,Plod3,4411.48,4331.05,4408.7,3303.64,4350.53,5405.24
ENSMUSG00000004849,Ap1s1,4540,4829,4604,2577,3481,3948
ENSMUSG00000004864,Mapk13,879,972,964,975,1270,1390
ENSMUSG00000004865,Srpk1,11605.39,13400.6,12775.64,8802.35,13471.59,12107.43
ENSMUSG00000004872,Pax3,1,1,3,10,14,14
ENSMUSG00000004880,Lbr,11242.11,12793.03,12038.96,6262.89,7734.81,9409.59
ENSMUSG00000004885,Crabp2,14,6,14,41,55,78
ENSMUSG00000004891,Nes,8883,10975,10536,12040,15136,16181
ENSMUSG00000004892,Bcan,0,0,0,0,0,2
ENSMUSG00000004894,Hapln2,0,0,0,0,1,0
ENSMUSG00000004895,Prcc,3273,3062,2959,2174,2916,3633
ENSMUSG00000004896,Rrnad1,709.92,674.69,655.64,548.11,783.47,992.39
ENSMUSG00000004897,Hdgf,33901,37688,36027,21078,27938,32370
ENSMUSG00000004902,Slc25a18,0,2,3,5,7,11
ENSMUSG00000004929,Thop1,4727,4671,4850,3383,4713,5474
ENSMUSG00000004931,Apba3,1463,1235,1232,1167,1534,1938
ENSMUSG00000004933,Matk,25,34,27,19,28,34
ENSMUSG00000004934,Pias4,1175,1233,1235,1198,1652,2065
ENSMUSG00000004936,Map2k1,5328,4537,4431,2964,3848,4559
ENSMUSG00000004937,Sgta,4478,4493,4586,3582,4957,5854
ENSMUSG00000004939,Nmrk2,0,0,0,1,3,0
ENSMUSG00000004945,Tmem242,1497,1702,1574,833,1105,1199
ENSMUSG00000004947,Dtx2,913,757,828,670,896,1148
ENSMUSG00000004948,Zp3,0,0,0,0,2,2
ENSMUSG00000004951,Hspb1,113,150,136,1991,2771,3395
ENSMUSG00000004952,Rasa4,3044,2527,2450,2507,3249,3800
ENSMUSG00000004961,Syt5,0,0,0,0,0,0
ENSMUSG00000004980,Hnrnpa2b1,59984.48,69987,63532,31354,40224,47334
