Ensembl_ID,Gene name,Control_1,Control_2,Control_3,DAC_1,DAC_2,DAC_3
ENSMUSG00000002250,Ppard,3828,3240,4016,3128,3392,3199
ENSMUSG00000002257,Def6,954,867,1006,2185,2312,2239
ENSMUSG00000002265,Peg3,0,0,0,1,8,6
ENSMUSG00000002266,Zim1,0,0,0,0,0,1
ENSMUSG00000002274,Metrn,9214.68,9348.13,11091.58,5700.81,5065.14,5157.08
ENSMUSG00000002279,Lmf1,1771,1560,1880,1603,1466,1470
ENSMUSG00000002280,Narfl,1266.06,1310.06,1573.36,1342.59,1335.56,1268.39
ENSMUSG00000002289,Angptl4,0,0,0,14,11,13
ENSMUSG00000002297,Dbf4,3883.9,3362.23,4202.73,3329.73,3113.83,2880.35
ENSMUSG00000002307,Daxx,1698,1605,1868,1837,1710,1694
ENSMUSG00000002308,Cd320,607,542,716,778,788,653
ENSMUSG00000002319,Ipo4,3499.24,3412.26,4125.97,5054.09,4903.05,5039.44
ENSMUSG00000002320,Tm9sf1,3224.76,3272.74,3949.03,2914.8,2848.95,2675.56
ENSMUSG00000002324,Rec8,0,0,0,119,128,137
ENSMUSG00000002325,Irf9,283.16,344,336,818,822,743
ENSMUSG00000002326,Gmpr2,1163,959,1350,1100,1032,965
ENSMUSG00000002329,Mdp1,993,974,1143,1005,897,882
ENSMUSG00000002332,Dhrs1,2070,1645,2139,1524,1536,1411
ENSMUSG00000002341,Ncan,0,0,1,7,0,0
ENSMUSG00000002342,Tmem161a,2405,2335,2790,2233,2202,2209
ENSMUSG00000002343,Armc6,867.61,854.78,1033.05,1179.92,1028.55,1077.42
ENSMUSG00000002345,2310045N01Rik,1236,1074,1195,1041.54,1316,1227
ENSMUSG00000002346,Slc25a42,168,215,265,353.81,344,282.91
ENSMUSG00000002365,Snx9,3231,2987,3740,3330,3295,2921
ENSMUSG00000002372,Ranbp3,4975,4942,5367,4326,4485,4560
ENSMUSG00000002379,Ndufa11,2643,2516,3328,2937,3334,2947
ENSMUSG00000002384,Bmp8b,0,0,0,1,0,0
ENSMUSG00000002393,Nr2f6,1417.87,1626.86,2097.91,1527.15,1611.31,1461.41
ENSMUSG00000002395,Use1,1665,1632,1856,1583,1604,1443
ENSMUSG00000002396,Ocel1,702.13,590.14,759.09,778.85,680.69,684.59
ENSMUSG00000002409,Dyrk1b,1467,1318,1456,1128,1299,1157
ENSMUSG00000002413,Braf,6302.52,5375,6067,5814,5035.63,5114
ENSMUSG00000002416,Ndufb2,1853.48,1463,1903,2156,2051.37,1769
ENSMUSG00000002428,Hltf,3432,2961,3368,3207,2795.44,2563
ENSMUSG00000002455,Prpf6,5179,4412,5027,4601,4819,4454
ENSMUSG00000002458,Rgs19,1509,1375,1490,1761,1581,1728
ENSMUSG00000002459,Rgs20,4,0,0,1,1,2
ENSMUSG00000002475,Abhd3,89,121,63,142,92,88
ENSMUSG00000002477,Snrpd1,6779,5536,7279,5730,5504,4669
ENSMUSG00000002486,Tchp,519,520,553,587,525,555
ENSMUSG00000002489,Tiam1,3138,2617,3275,2666,2494,2420
ENSMUSG00000002496,Tsc2,5833.2,5131.36,6281.92,5698.58,5801.77,5458.75
ENSMUSG00000002500,Rpl3l,0,0,4,2,1,0
ENSMUSG00000002504,Slc9a3r2,1194,1106,1470,1314,1313,1281
ENSMUSG00000002524,Puf60,12528,11240,14452,10308,10482,9865
ENSMUSG00000002546,Golga2,4713,3721,4842,4370,4257,4111
ENSMUSG00000002550,Uck1,1809.43,1694.39,2180.88,1779.87,1544.88,1651.4
ENSMUSG00000002565,Scin,2,0,10,8,2,3
ENSMUSG00000002578,Ikzf4,9,3,6,19,20,23
ENSMUSG00000002580,Mien1,2219,1635,2332,2292,2082,1765
ENSMUSG00000002588,Pon1,0,1,1,3,0,0
ENSMUSG00000002602,Axl,1261,1109,1264,1210,1339,1192
ENSMUSG00000002603,Tgfb1,1046,895,911,890,1025,948
ENSMUSG00000002608,Ccdc97,3158,2915,3511,3144,3347,3276
ENSMUSG00000002617,Zfp40,706,743,733,859,751,685
ENSMUSG00000002625,Akap8l,1910,1743,2128,1792,1798,1693
ENSMUSG00000002633,Shh,0,0,0,0,0,0
ENSMUSG00000002635,Pdcd2l,1076,998,1260,909,909,926
ENSMUSG00000002658,Gtf2f1,5111,4346,4788,4963,5568,5001
ENSMUSG00000002660,Clpp,1839,1837,2356,1879,1944,1993
ENSMUSG00000002661,Alkbh7,438,428,517,329,396,258
ENSMUSG00000002664,Pspn,12,0,6,3,0,1
ENSMUSG00000002668,Dennd1c,6,2,5,5,5,5
ENSMUSG00000002679,Med6,871,778,1067,1005,816,837
ENSMUSG00000002688,Prkd1,0,0,0,1,0,1
ENSMUSG00000002699,Lcp2,0,0,0,0,0,0
ENSMUSG00000002718,Cse1l,8020,7126,8102,8029,7812,6935
ENSMUSG00000002728,Naa20,2073,1960,2400,2323,2110,1765
ENSMUSG00000002731,Prkra,1719,1362,1772,1475,1542,1281
ENSMUSG00000002732,Fkbp7,105,58,104,124,150,188
ENSMUSG00000002733,Plekha3,2706.38,2397.21,3040.15,3321.09,3117.72,2803.29
ENSMUSG00000002741,Ykt6,4891,4340,5859,6188,5884,5501
ENSMUSG00000002748,Baz1b,15005.02,12368,14436.41,12153.01,11663.97,10159
ENSMUSG00000002763,Pex6,1605,1624,1734,1562,1411,1353
ENSMUSG00000002767,Mrpl2,2131,1917,2499,1710,1795,1601
ENSMUSG00000002768,Mea1,2049.89,1571,2196,1666,1822.49,1679
ENSMUSG00000002769,Gnmt,5,15,19,0,0,1
ENSMUSG00000002771,Grin2d,63,29,42,54,83,68
ENSMUSG00000002778,Kdelr1,5278,4995,6008,5507,5051,5074
ENSMUSG00000002781,Tmem143,1074,1025,1152,899,962,947
ENSMUSG00000002791,Pdxk-ps,0,0,6,2,0,2
ENSMUSG00000002797,Ggct,391,370,441,503,464,445
ENSMUSG00000002799,Jag2,84,137,138,163,119,134
ENSMUSG00000002803,Btbd6,345,352,344,344,265,394
ENSMUSG00000002804,Nudt14,727,699,841,864,790,797
ENSMUSG00000002808,Epdr1,774,681,916,972,825,843
ENSMUSG00000002812,Flii,6022,5353,6182,6288,6598,5875
ENSMUSG00000002814,Top3a,1390,1594,1509,1313,1360,1218
ENSMUSG00000002820,Atg4d,1519.01,1397.57,1765.62,1457.24,1188.64,1338.89
ENSMUSG00000002825,Qtrt1,410,389,422,406,406,399
ENSMUSG00000002831,Plin4,4,8,0,7,10,6
ENSMUSG00000002833,Hdgfrp2,4779,4461,5107,4543,4953,4427
ENSMUSG00000002835,Chaf1a,5707.03,5230.75,6727.22,4572.68,4705.42,4265.7
ENSMUSG00000002844,Adprh,5454,5382,6609,4182,3969,3971
ENSMUSG00000002845,Tmem39a,2164,2004,2651,2337,2195.99,2089
ENSMUSG00000002846,Timmdc1,1815,1754,2105,1763.02,1737,1574
ENSMUSG00000002847,Pla1a,20,0,11,12,19,18
ENSMUSG00000002870,Mcm2,22521,20556,23958,14224,14831,13172
ENSMUSG00000002871,Tpra1,3400,3457,4248,3075,2791,2982
ENSMUSG00000002881,Nab1,6161,5128,6404,6307,5932,5623
ENSMUSG00000002885,Adgre5,3,4,9,27.29,37,12.2
ENSMUSG00000002897,Il17ra,1212,992,1323,1337,1318,1255
ENSMUSG00000002900,Lamb1,116,130,108,279,241,188
ENSMUSG00000002908,Kcnn1,103,29,46,89,90,71
ENSMUSG00000002910,Arrdc2,152,118,179,198,187,185
ENSMUSG00000002930,Ppp1r17,0,0,0,0,0,0
ENSMUSG00000002944,Cd36,0,1,4,10,10,13
ENSMUSG00000002948,Map2k7,4828.41,4514.34,5256.24,4578.27,4744.33,4280.49
ENSMUSG00000002949,Timm44,3516,3201,3878,2938,2809,2795
ENSMUSG00000002957,Ap2a2,6770,6093,7703.12,6781.81,6129,6207
ENSMUSG00000002963,Pnkp,1452,1446,1891,1231,1080,1122
ENSMUSG00000002968,Med25,3653,3395,3945,2941,3274,3139
ENSMUSG00000002980,Bcam,2,0,2,60,129,112
ENSMUSG00000002981,Clptm1,7489,7047,8581,7830,7742,7382
ENSMUSG00000002983,Relb,315,301,304,536,451,532
ENSMUSG00000002984,Tomm40,3719,4117.24,4857.81,3884.98,4105,3779
ENSMUSG00000002985,Apoe,35890,31731,37802,42490,50554,47739
ENSMUSG00000002992,Apoc2,0,0,2,0,0,0
ENSMUSG00000002996,Hbp1,4586,3724,4657,4261,3989,3860
ENSMUSG00000002997,Prkar2b,2570,2204,2790,2748,2424,2342
ENSMUSG00000003031,Cdkn1b,6318,5481,6546,4124,3877,3653
ENSMUSG00000003032,Klf4,89,102,96,70,84,103
ENSMUSG00000003033,Ap1m1,4316,4144,4789,3917,4302,4040
ENSMUSG00000003037,Rab8a,5435,4857,6179.7,4885.5,5117.79,4464.35
ENSMUSG00000003038,Hmgn2,15631.97,15106.08,18192,13327.69,12532.96,11256.65
ENSMUSG00000003039,Fam32a,4896,4195,5386,4689,4643,4281
ENSMUSG00000003051,Elf3,7,9,0,4,17,9
ENSMUSG00000003053,Cyp2c29,0,0,0,0,0,0
ENSMUSG00000003062,Stard3nl,940,845,1213,947,803,761
ENSMUSG00000003068,Stk11,2882.56,2570.49,3303.33,2593.81,3018.21,2574.69
ENSMUSG00000003070,Efna2,24,13,17,41,23,20
ENSMUSG00000003072,Atp5d,8594,7715,9300,7568,8226,7397
ENSMUSG00000003099,Ppp5c,4606,4224,5353,5142,5543,5115
ENSMUSG00000003119,Cdk12,5679,4829,5660,7103,6791,6456
ENSMUSG00000003123,Lipe,515,484,538,454,529,580
ENSMUSG00000003131,Pafah1b2,8108,6955,9382,8479,6882,6607
ENSMUSG00000003134,Tbc1d8,128.85,117.44,190.87,520.29,448.49,405.54
ENSMUSG00000003135,Cnot11,2288,2131,2754,2572,2489,2298
ENSMUSG00000003153,Slc2a3,1116.47,805.62,1079.35,869.39,891.29,659.53
ENSMUSG00000003154,Foxj2,1484.95,1155.98,1458,1213.95,1313.94,1178.91
ENSMUSG00000003161,Sri,2028,1612,2235,1996,1881,1524
ENSMUSG00000003166,Dgcr2,8229.24,8050.12,9807.24,8219.14,7438.19,7414.32
ENSMUSG00000003184,Irf3,1457,1248,1695,1550,1362,1225
ENSMUSG00000003190,Bcl2l12,768.87,926.5,1047.85,691.74,701.71,741.4
ENSMUSG00000003198,Zfp959,268,219,329.64,350.2,304.02,283.93
ENSMUSG00000003199,Mpnd,4162,3769,4507,3072,3231,3243
ENSMUSG00000003200,Sh3gl1,3364,2838,4108,3272,3116,3237
ENSMUSG00000003206,Ebi3,0,0,0,0,0,0
ENSMUSG00000003208,Ccdc94,591,523,644,466,553,500
ENSMUSG00000003226,Ranbp2,9952,7739,9102,11737,9663,8470
ENSMUSG00000003227,Edar,0,0,0,3,0,0
ENSMUSG00000003228,Grk5,979,753,937,1088,997,988
ENSMUSG00000003233,Dvl3,2210.01,2056,2321,2030,2352,2078
ENSMUSG00000003234,Abcf3,2964,2473,2976,3145,3061,2909
ENSMUSG00000003235,Eif2b5,5376,5194,5849,5400,5585,4938
ENSMUSG00000003269,Cyth2,6856,6499,7686,5901,6023,5407
ENSMUSG00000003271,Sult2b1,2,0,2,8,13,1
ENSMUSG00000003273,Car11,102,92,115,72,98,103
ENSMUSG00000003279,Dlgap1,18,11,13,36,22,16
ENSMUSG00000003282,Plag1,69,42,52,105,68,81
ENSMUSG00000003283,Hck,0,3,2,1,0,2
ENSMUSG00000003299,Mrpl4,2235,2069,2276,1798,2033,1983
ENSMUSG00000003308,Keap1,2995.65,2804.79,3567.76,3132.87,3232.82,3087.97
ENSMUSG00000003309,Ap1m2,3,0,0,4,7,9
ENSMUSG00000003316,Glg1,10473,8727,10206,8270,7876,6896
ENSMUSG00000003341,Atp8b3,9,13,14,24,28,9
ENSMUSG00000003344,Btbd2,1674,1586,1868,1317,1412,1496
ENSMUSG00000003345,Csnk1g2,5999,5551,6173,5248,5716,5052
ENSMUSG00000003346,Abhd17a,1435,1567,1886,1554,1600,1663
ENSMUSG00000003348,Mob3a,579.23,505.95,645.44,980.67,942.56,737.96
ENSMUSG00000003352,Cacnb3,2173,2118,2412,3382,3591,3545
ENSMUSG00000003354,Ccdc65,31,30,51,85,57,76
ENSMUSG00000003355,Fkbp11,13,25,23,23,32,43
ENSMUSG00000003360,Ddx23,12122,10890,12717,12400,11949,11497
ENSMUSG00000003363,Pld3,3815,3330,4111,3514,3919,3719
ENSMUSG00000003378,Grik5,710,641,757,649,821,812
ENSMUSG00000003379,Cd79a,0,3,1,20,32,13
ENSMUSG00000003380,Rabac1,2562,2528,3019,2329,2234,2294
ENSMUSG00000003382,Etv3,1056,1033,1084,1326,1291,1281
ENSMUSG00000003402,Prkcsh,8076,7108,8368,7587,7939,7192
ENSMUSG00000003410,Elavl3,0,2,0,4,0,9
ENSMUSG00000003411,Rab3b,9,0,11,6,12,12
ENSMUSG00000003418,St8sia6,0,0,5,4,3,3
ENSMUSG00000003420,Fcgrt,874,657,916,816,807,739
ENSMUSG00000003421,Nosip,2746.07,2713.57,2853,2226,2547,2202.17
ENSMUSG00000003423,Pih1d1,1100.33,988,1238.29,906.66,1020,857.4
ENSMUSG00000003429,Rps11,29045.72,23509.51,32421.71,24640.99,27065.98,23841
ENSMUSG00000003435,Supt5,10426,8898,10683,9262,9684,9011
ENSMUSG00000003436,Dll3,3,1,0,1,2,0
ENSMUSG00000003437,Paf1,4390,3708,4099,4251,4647,4219
ENSMUSG00000003438,Timm50,2810,2478,3634,2501,2463,2342
ENSMUSG00000003444,Med29,1359,997,1214,1223,1526,1321
ENSMUSG00000003452,Bicd1,2364.26,2070.85,2195.07,2430.95,2092,1945.25
ENSMUSG00000003458,Ncstn,5375,4655.39,5618,5276.69,5186.39,5117
ENSMUSG00000003464,Pex19,2843,2703,3367,2966,2892,2752
ENSMUSG00000003469,Phyhip,6,3,0,1,2,7
ENSMUSG00000003476,Crhr2,0,0,0,3,3,2
ENSMUSG00000003477,Inmt,0,0,0,0,0,0
ENSMUSG00000003484,Cyp4f18,0,0,0,8,13,9
ENSMUSG00000003500,Impdh1,4094,3812,4744,5338,5121,5122
ENSMUSG00000003505,Psg18,0,0,0,0,0,0
ENSMUSG00000003518,Dusp3,7665.67,6929.3,8372.04,10840.4,10049.6,9942.7
ENSMUSG00000003526,Prodh,902,957,1009,1219,1196,1203
ENSMUSG00000003527,Dgcr14,1999,1704.01,2098,1893,2094,2035
ENSMUSG00000003528,Slc25a1,5072,4363,5308,4948,5280,5229
ENSMUSG00000003531,Dgcr6,1672,1577.95,2147,1582,1396,1293
ENSMUSG00000003534,Ddr1,5906,5175,6920,7405,7652,7665
ENSMUSG00000003541,Ier3,3257,2621,3221,3331,3254,3077
ENSMUSG00000003545,Fosb,36,6,31,58,38,39
ENSMUSG00000003546,Klc4,776,755,895,731,767,708
ENSMUSG00000003549,Ercc1,884,703,968,650,554,565
ENSMUSG00000003555,Cyp17a1,1,0,0,2,0,0
ENSMUSG00000003559,As3mt,0,0,0,2,6,6
ENSMUSG00000003573,Homer3,3139.39,2907.24,3257.92,4501.09,4818.12,4686.49
ENSMUSG00000003575,Crtc1,1436,1145,1452,1511,1484,1544
ENSMUSG00000003581,Rnf215,564,515,714,785,699,584
ENSMUSG00000003585,Sec14l2,962,784,978,1315,1268,1128
ENSMUSG00000003604,Aven,584.77,531,628.87,696.97,682,518
ENSMUSG00000003617,Cp,4640,3423,4087,6874,6509,5587
ENSMUSG00000003623,Crot,1470.83,1202.26,1549.28,1451.57,1255.38,1214.54
ENSMUSG00000003644,Rps6ka1,2280,2060,2500,2638,2831,2669
ENSMUSG00000003657,Calb2,0,0,0,0,0,0
ENSMUSG00000003660,Snrnp200,12286,10259.99,11486,11255,12361,9532
ENSMUSG00000003662,Ciao1,1750,1606,1948,1815,1852,1458
ENSMUSG00000003665,Has1,5,3,0,4,0,2
ENSMUSG00000003680,Taf6l,2263,2006,2488,1920,1813,1780
ENSMUSG00000003721,Insig2,2541,2256,2776,2626,2155,2106
ENSMUSG00000003731,Kpna6,4374,4080,5018,5389,4809,4208
ENSMUSG00000003746,Man1a,0,0,0,1,4,0
ENSMUSG00000003752,Itpkc,525,481,535,569,640,581
ENSMUSG00000003762,Adck4,886,834,1002.37,772,756,822
ENSMUSG00000003778,Brd8,10629.35,9965.58,10663.25,8292.62,7766.08,7051.81
ENSMUSG00000003779,Kif20a,14002.25,12284.95,13960.41,13997.82,15594.28,13238.62
ENSMUSG00000003808,Farsa,3277,3067,3767,3620,3540,3626
ENSMUSG00000003809,Gcdh,1305,1159,1532,1405,1250,1033
ENSMUSG00000003810,Mast2,7041,6156,7036,5702,6036,5538
ENSMUSG00000003812,Dnase2a,1450.45,1343.97,1531.9,1245.2,1079.66,1117.11
ENSMUSG00000003813,Rad23a,5246.62,5001.09,6167.7,3220.88,3289.55,3317.11
ENSMUSG00000003814,Calr,70470,53481,70661,99200,101061,90276
ENSMUSG00000003824,Syce2,6,0,15,24,36,13
ENSMUSG00000003847,Nfat5,5954.17,4717,4817.01,5566.18,5023.32,4359.04
ENSMUSG00000003848,Nob1,1841,1681,1875,1845,1858,1701
ENSMUSG00000003849,Nqo1,4,0,5,102,70,75
ENSMUSG00000003863,Ppfia3,777,712,876,649,662,668
ENSMUSG00000003865,Gys1,5110.92,4488.02,5359.03,3178.31,3083,3071.69
ENSMUSG00000003868,Ruvbl2,5541.08,5536.98,6363.47,4344.28,4494.12,4301.31
ENSMUSG00000003872,Lin7b,11,11,4,6,16,3
ENSMUSG00000003873,Bax,5846,6009,7185,7250,7146,7139
ENSMUSG00000003882,Il7r,2,0,0,13,9,12
ENSMUSG00000003923,Tfam,2259,2227,2781,2327,1889,1918
ENSMUSG00000003929,Zfp81,1595,1387,1429,1481,1111,1171
ENSMUSG00000003934,Efnb3,71,75,97,105,89,65
ENSMUSG00000003948,Mmd,1504,1407,1881,1751,1572,1645
ENSMUSG00000003949,Hlf,704,560,796,744,674,638
ENSMUSG00000003955,Fam162a,2997,2032,2754,1928,1912,1759
ENSMUSG00000003970,Rpl8,63952.82,59104.83,75763,59469.56,59116,57106.86
ENSMUSG00000003974,Grm3,0,0,0,0,3,0
ENSMUSG00000003992,Ssbp2,1059,925.64,1129.72,953.02,980.37,942.51
ENSMUSG00000004018,Fancl,1132.75,977.74,1171.44,769.62,725.15,624.14
ENSMUSG00000004031,Brinp2,0,0,0,0,0,0
ENSMUSG00000004032,Gstm5,1153.03,1019.82,1327,948,1069.73,827
ENSMUSG00000004035,Gstm7,295,298,448,469,509,456
ENSMUSG00000004038,Gstm3,0,0,0,1,0,0
ENSMUSG00000004040,Stat3,5713.98,4637,5764.98,10034,9359.15,9227
ENSMUSG00000004043,Stat5a,1899.77,1983.94,2332.11,2052.6,2072.99,2035.12
ENSMUSG00000004044,Ptrf,1670,1376,1718,1609,1496,1440
ENSMUSG00000004054,Map3k11,9525,8149,9965,9165,10153,9911
ENSMUSG00000004056,Akt2,5866,5496,6873,5928,5736,5368
ENSMUSG00000004069,Dnaja3,5027,4664,5340,4518,4465,4038
ENSMUSG00000004070,Hmox2,5151.21,4197.09,5322.75,4425.31,4201.37,4008.11
ENSMUSG00000004071,Cdip1,6692.78,6303.91,7761.25,6585.38,6103.65,5565.05
ENSMUSG00000004085,Zak,2083,1821,2213,3640,3496,3352
ENSMUSG00000004096,Cwc15,4333,3547,4133,3946,4310,3843
ENSMUSG00000004098,Col5a3,1145,1137,1224,871,706,814
ENSMUSG00000004099,Dnmt1,17464,15500,17521,10685,11059,9657
ENSMUSG00000004100,Ppan,1208,1389,1281,1806,2156,1890
ENSMUSG00000004105,Angptl2,3522,3100,3511,3038,3361,3356
ENSMUSG00000004110,Cacna1e,133.34,93.65,86.58,85,116.17,97.04
ENSMUSG00000004113,Cacna1b,0,0,0,2,0,0
ENSMUSG00000004127,Trmt10a,533.56,549,642,733,788.05,768
ENSMUSG00000004151,Etv1,812,684,906,683,631,537
ENSMUSG00000004187,Kifc2,179,159,186,206,261,210
ENSMUSG00000004207,Psap,31943,27415,35284,28838,26199,25968
ENSMUSG00000004221,Ikbkg,2566.36,2552,3011.07,3156.27,2719.73,2584
ENSMUSG00000004231,Pax2,0,0,0,0,0,0
ENSMUSG00000004233,Wars2,807.91,771.96,866,728.25,602,594
ENSMUSG00000004263,Atn1,19710,15930,17732.63,15255.09,17590,17484
ENSMUSG00000004264,Phb2,22434.24,19679,24214.24,20618.54,20389.46,19008
ENSMUSG00000004266,Ptpn6,728.98,693,779,1055,1141,1102
ENSMUSG00000004267,Eno2,3278,3000,3717,4783,4302,4381
ENSMUSG00000004268,Emg1,6306.92,6008.78,7484.05,6813.68,5983.56,5740.1
ENSMUSG00000004270,Lpcat3,7727.08,6646.22,8415.95,7595.32,7946.44,7106.9
ENSMUSG00000004285,Atp6v1f,4942,4340,5758,4777,5370,4615
ENSMUSG00000004296,Il12b,0,0,0,0,0,2
ENSMUSG00000004317,Clcn5,3231,2579,2965,4092,3593,3154
ENSMUSG00000004319,Clcn3,7688,7021,8111,6021,5023.01,4793
ENSMUSG00000004328,Hif3a,3,0,1,11,20,6
ENSMUSG00000004341,Gpx6,0,0,0,1,0,2
ENSMUSG00000004344,Gpx5,0,0,0,0,0,0
ENSMUSG00000004347,Pde1c,6,1,11.14,29,55,36
ENSMUSG00000004356,Utp20,3178,2792,3189,5044,4667,3754
ENSMUSG00000004359,Spic,0,3.34,4.5,0,2.34,0.74
ENSMUSG00000004360,9330159F19Rik,54,33,63,126,61,86
ENSMUSG00000004364,Cul3,10223,8698,10515,10842,9483,8654
ENSMUSG00000004366,Sst,0,0,0,0,0,0
ENSMUSG00000004371,Il11,0,0,0,0,0,0
ENSMUSG00000004383,Large,2790,2133,2883,2413,2193,1936
ENSMUSG00000004393,Ddx56,2218,2070,2698,2666,2339,2343
ENSMUSG00000004394,Tmed4,4781,4447,5685,4827,4801,4765
ENSMUSG00000004415,Col26a1,2.98,0,1.48,2.78,17.74,2
ENSMUSG00000004446,Bid,1649,1665.14,2010,2014.45,2023,1805
ENSMUSG00000004451,Ralb,6224,5545,6748,6825,6509,6099
ENSMUSG00000004455,Ppp1cc,11990.41,11279.75,15789,12121.62,12079,10587.11
ENSMUSG00000004460,Dnajb11,11026,9414,12109,14419,12867,12203
ENSMUSG00000004462,Tbccd1,1625,1363,1761,1843,1689,1561
ENSMUSG00000004473,Clec11a,0,0,0,0,0,0
ENSMUSG00000004500,Zfp324,461,474,466,689,599,633
ENSMUSG00000004508,Gab2,3868,3241,3761,3079,3115,2969
ENSMUSG00000004530,Coro1c,24165.35,21355,25615,21103,21801.76,19975
ENSMUSG00000004535,Tax1bp1,11169,9102,10851,11626,10375,9606
ENSMUSG00000004540,Psg17,2,0,1,13,4,8
ENSMUSG00000004542,Psg19,0,1,0,2,2,0
ENSMUSG00000004552,Ctse,0,0,0,0,0,0
ENSMUSG00000004558,Ndrg2,0,0,0,14,2,1
ENSMUSG00000004561,Mettl17,491.04,561.35,519.91,549.08,579.05,467.12
ENSMUSG00000004562,Arhgef40,2117.47,2018.21,2113.3,1928.14,1792.13,1767.06
ENSMUSG00000004565,Pnpla6,1297,1468,1517,1341,1204,1330
ENSMUSG00000004567,Mcoln1,2198,2046,2393,1967,2240,2015
ENSMUSG00000004568,Arhgef18,2449,1895,2468,2334,2289,2166
ENSMUSG00000004591,Pkn2,7055,5884,7180,6202,5448,4921
ENSMUSG00000004609,Cd33,1,0,4,4,8,1
ENSMUSG00000004610,Etfb,3235,3193.39,3762,3404.41,3522.83,3173.51
ENSMUSG00000004612,Nkg7,0,0,0,0,0,0
ENSMUSG00000004613,Lim2,0,0,0,0,0,0
ENSMUSG00000004626,Stxbp2,5803.61,5354.98,6205.46,5134.38,5399.12,4977.68
ENSMUSG00000004630,Pcp2,0,0,14.97,3.26,2.07,0
ENSMUSG00000004631,Sgce,4430,3750,4589,3806,3659,3491
ENSMUSG00000004633,Chn2,4,0,0,0,9,3
ENSMUSG00000004637,Wwox,1774,1501,1905,722,727,666
ENSMUSG00000004642,Slbp,8024.71,6931.04,8390.66,6402.17,5495.6,5005.06
ENSMUSG00000004651,Tyr,222.76,136.85,215.96,449.38,454.84,322.59
ENSMUSG00000004654,Ghrhr,1,0,0,0,0,0
ENSMUSG00000004655,Aqp1,336,269,272,245,229,208
ENSMUSG00000004661,Arid3b,325,290,299,311,359,299
ENSMUSG00000004665,Cnn2,4748,4364,5194,5078,5562,5144
ENSMUSG00000004667,Polr2e,1993,1783,2480,1978,2288,1992
ENSMUSG00000004668,Abca13,1,2,0,14,11,1
ENSMUSG00000004677,Myo9b,8059,7238,8131,7476,7493,6930
ENSMUSG00000004698,Hdac9,24,10,27,49,47,65
ENSMUSG00000004707,Ly9,0,0,0,0,1,2
ENSMUSG00000004709,Cd244,0,0,0,0,0,0
ENSMUSG00000004730,Adgre1,0,0,0,0,0,0
ENSMUSG00000004748,Mtfp1,432,410,624,531,518,490
ENSMUSG00000004768,Rab23,1728,1540,1742,1866,1644,1523
ENSMUSG00000004771,Rab11a,3109,2564,3444,3486,3059,2976
ENSMUSG00000004788,Eif2b2,2656,2230,2579,2389,2459,2545
ENSMUSG00000004789,Dlst,6811,6340,7682,7042,6662,6491
ENSMUSG00000004791,Pgf,20,28,48,60,72,86
ENSMUSG00000004798,Ulk2,2959,2528,3529,2775,2730,2375
ENSMUSG00000004814,Ccl24,0,0,0,0,0,0
ENSMUSG00000004815,Dgkq,573.61,674.64,800.39,991.55,747.99,773.03
ENSMUSG00000004821,Tmed11,0,0,0,0,0,0
ENSMUSG00000004837,Grap,27,19,29,88,110,105
ENSMUSG00000004842,Pou1f1,6,0,5,0,11.97,4
ENSMUSG00000004843,Chmp2b,6397,5782,7172,6275,5292,5378
ENSMUSG00000004846,Plod3,4692.67,3940.95,4702.66,4351.09,4176.1,4130.31
ENSMUSG00000004849,Ap1s1,4120,3843,4786,4290,4056,3793
ENSMUSG00000004864,Mapk13,0,0,0,8,3,2
ENSMUSG00000004865,Srpk1,6518.36,5679.84,6929.29,6608.77,6240.97,5648.96
ENSMUSG00000004872,Pax3,5723,5030,5813,5511,5395,5237
ENSMUSG00000004880,Lbr,3957.15,3729.43,4362.76,3380.96,2838.48,2760.93
ENSMUSG00000004885,Crabp2,27,4,14,21,21,35
ENSMUSG00000004891,Nes,17718,14298,16018,23444,22903,19595
ENSMUSG00000004892,Bcan,2,0,3,0,0,2
ENSMUSG00000004894,Hapln2,0,0,0,0,2,0
ENSMUSG00000004895,Prcc,3233,2828,3543,2798,2691,2811
ENSMUSG00000004896,Rrnad1,605.28,609.23,645.48,664.85,668.99,599.99
ENSMUSG00000004897,Hdgf,17340,14879,17908,15513,15755,14025
ENSMUSG00000004902,Slc25a18,5,8,2,11,10,4
ENSMUSG00000004929,Thop1,2694,2558,3178,2825,2953,2839
ENSMUSG00000004931,Apba3,1919,2076,2117,1666,1634,1718
ENSMUSG00000004933,Matk,29,18,21,44,47,25
ENSMUSG00000004934,Pias4,1834,1899,2192,1715,1714,1880
ENSMUSG00000004936,Map2k1,4317,4144,5025,4671,4526,4098
ENSMUSG00000004937,Sgta,6567,5751,7097,6086,6743,6444
ENSMUSG00000004939,Nmrk2,14,24,28,43,64,59
ENSMUSG00000004945,Tmem242,1775,1521,2088,1656,1499,1204
ENSMUSG00000004947,Dtx2,1086,948,1214,1167,1242,1182
ENSMUSG00000004948,Zp3,2,0,0,1,0,0
ENSMUSG00000004951,Hspb1,0,0,0,38,55.83,50
ENSMUSG00000004952,Rasa4,14,22,6,46,55,59
ENSMUSG00000004961,Syt5,0,0,0,0,1,0
ENSMUSG00000004980,Hnrnpa2b1,50835,43170,54342,47806,37575,37392
ENSMUSG00000004988,Fxyd4,1,11,8,9,12,4
